"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse"
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-3876-2",NA,NA,NA,NA,"NuCare Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-6",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-4",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-3",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-1",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4576-2",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-6",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-4",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"proprietary","Cipro","Ciprofloxacin_Cipro_proprietary_raw.csv","Ciprofloxacin (E)","68071-4627-2",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","42708-188-14",NA,NA,NA,NA,"QPharma, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-3876-2",NA,NA,NA,NA,"NuCare Pharmaceuticals, Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-1",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-2",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-4",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-3",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4576-6",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-2",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-6",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Ciprofloxacin",FALSE,"nonproprietary","Ciprofloxacin","Ciprofloxacin_nonproprietary_raw.csv","Ciprofloxacin (E)","68071-4627-4",NA,NA,NA,NA,"NuCare Pharmaceuticals,Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Levofloxacin",FALSE,"proprietary","Levaquin","Levofloxacin_Levaquin_proprietary_raw.csv","LEVAQUIN (U)","61919-359-10",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Antibiotics","Antibiotics","Levofloxacin",FALSE,"nonproprietary","Levofloxacin","Levofloxacin_nonproprietary_raw.csv","LEVAQUIN (U)","61919-359-10",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
