"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"CORTEF","0009-0012-01","5 mg/1","TABLET","ORAL","NDA008697","Pharmacia & Upjohn Company LLC","0009-0012","hydrocortisone","HYDROCORTISONE","HUMAN PRESCRIPTION DRUG","12/15/1952","N/A","NDA","50 TABLET in 1 BOTTLE (0009-0012-01)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"CORTEF","0009-0031-01","10 mg/1","TABLET","ORAL","NDA008697","Pharmacia & Upjohn Company LLC","0009-0031","hydrocortisone","HYDROCORTISONE","HUMAN PRESCRIPTION DRUG","12/15/1952","N/A","NDA","100 TABLET in 1 BOTTLE (0009-0031-01)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"CORTEF","0009-0044-01","20 mg/1","TABLET","ORAL","NDA008697","Pharmacia & Upjohn Company LLC","0009-0044","hydrocortisone","HYDROCORTISONE","HUMAN PRESCRIPTION DRUG","12/15/1952","N/A","NDA","100 TABLET in 1 BOTTLE (0009-0044-01)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"Solu-Cortef","0009-0005-01","1000 mg/8mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0005","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (0009-0005-01)  / 8 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"Solu-Cortef","0009-0011-04","100 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0011","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","25 VIAL, SINGLE-DOSE in 1 CARTON (0009-0011-04)  / 2 mL in 1 VIAL, SINGLE-DOSE (0009-0011-03)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"Solu-Cortef","0009-0013-06","250 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0013","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","25 VIAL, SINGLE-DOSE in 1 PACKAGE (0009-0013-06)  / 2 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"Solu-Cortef","0009-0013-05","250 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0013","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (0009-0013-05)  / 2 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"Solu-Cortef","0009-0016-12","500 mg/4mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0016","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (0009-0016-12)  / 4 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"Solu-Cortef","0009-0825-01","100 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Pharmacia & Upjohn Company LLC","0009-0825","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","1 VIAL in 1 CARTON (0009-0825-01)  / 2 mL in 1 VIAL","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"SOLU-CORTEF","51662-1261-3","100 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","HF Acquisition Co. LLC, DBA HealthFirst","51662-1261","SOLU-CORTEF","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","11/10/2022","N/A","NDA","25 POUCH in 1 CASE (51662-1261-3)  / 1 VIAL, SINGLE-DOSE in 1 POUCH (51662-1261-2)  / 2 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"SOLU-CORTEF","51662-1261-1","100 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","HF Acquisition Co. LLC, DBA HealthFirst","51662-1261","SOLU-CORTEF","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","09/03/2018","N/A","NDA","2 mL in 1 VIAL, SINGLE-DOSE (51662-1261-1)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"SOLU-CORTEF","51662-1262-1","250 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","HF Acquisition Co. LLC, DBA HealthFirst","51662-1262","SOLU-CORTEF","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","09/03/2018","N/A","NDA","2 mL in 1 VIAL, SINGLE-DOSE (51662-1262-1)","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"Solu-Cortef","55154-3942-5","100 mg/2mL","INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR; INTRAVENOUS","NDA009866","Cardinal Health 107, LLC","55154-3942","hydrocortisone sodium succinate","HYDROCORTISONE SODIUM SUCCINATE","HUMAN PRESCRIPTION DRUG","04/27/1955","N/A","NDA","5 VIAL, SINGLE-DOSE in 1 BAG (55154-3942-5)  / 2 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
